              100.00    10.590   196.571    14.329    83.000
              125.00    10.902   196.678    14.066    84.000
              150.00    11.153   196.827    13.769    85.000
              175.00    11.269   196.915    13.608    85.000
              206.25    11.461   197.091    13.307    86.000
              250.00    11.671   197.415    12.877    88.000
              300.00    11.875   197.869    12.391    89.000
              350.00    12.086   198.424    11.927    91.000
              400.00    12.337   199.152    11.501    92.000
              450.00    12.600   199.911    11.152    93.000
              512.50    13.158   201.388    10.608    94.000
              600.00    14.084   203.396     9.892    96.000
              700.00    14.859   206.877     9.226    97.000
              800.00    15.527   211.153     8.729    97.000
              900.00    15.951   215.333     8.010    98.000
             1100.00    16.369   223.726     7.022   100.000
             1500.00    15.605   237.132     5.035   100.000
             2000.00    14.249   242.685     2.282   100.000
             2500.00    13.053   244.509    -0.790    99.000
             3000.00    11.687   245.358    -3.640    96.000
             3500.00    10.329   244.077    -7.461    97.000
             4000.00    12.670   252.805    -9.567    54.000
             4500.00    15.538   258.351   -12.043    34.000
             5000.00    17.467   261.635   -14.305    26.000
2022070114   298.897    12.489  9992.827   756.761     0.999    82.201   106.582   0.71067   0.15000     6.077  -356.540     1.240
                2.00                        15.617    83.892    -0.578
               10.00     7.508   199.073
               18.75     8.402   199.327    15.039    85.000
               50.00    10.073   199.881    14.617    86.000
               75.00    10.727   200.152    14.342    87.000
              100.00    11.162   200.380    14.095    87.000
              125.00    11.523   200.619    13.833    88.000
              150.00    11.838   200.926    13.530    89.000
              175.00    11.988   201.109    13.365    90.000
              206.25    12.245   201.473    13.058    91.000
              250.00    12.578   202.137    12.610    93.000
              300.00    12.963   203.091    12.106    95.000
              350.00    13.403   204.406    11.613    97.000
              400.00    13.919   206.160    11.167    99.000
              450.00    14.364   207.837    10.828   100.000
              512.50    15.019   210.943    10.380   100.000
              600.00    15.209   215.761     9.924   100.000
              700.00    15.150   220.384     9.466   100.000
              800.00    15.059   224.500     9.017   100.000
              900.00    14.766   229.548     8.633    98.000
             1100.00    14.023   234.268     7.860    95.000
             1500.00    13.044   236.341     5.334    96.000
             2000.00    12.978   240.508     2.814    88.000
             2500.00    13.258   239.608    -0.745    91.000
             3000.00    12.658   240.513    -3.840    91.000
             3500.00    12.659   248.178    -6.676    81.000
             4000.00    14.938   257.049    -9.237    61.000
             4500.00    16.583   261.672   -11.742    41.000
             5000.00    17.713   264.466   -13.898    28.000
2022070115   805.329     0.000  9986.754   932.900     0.000   251.342   221.470   0.76610   0.15000     5.690  -150.045     1.912
                2.00                        17.412    77.339    -0.933
               10.00     7.551   204.371
               18.75     8.415   204.728    16.479    79.000
               50.00    10.010   205.486    15.931    80.000
               75.00    10.585   205.899    15.625    81.000
              100.00    10.947   206.259    15.363    82.000
              125.00    11.237   206.659    15.085    83.000
              150.00    11.449   207.120    14.787    84.000
              175.00    11.546   207.383    14.627    84.000
              206.25    11.705   207.928    14.312    85.000
              250.00    11.855   208.734    13.884    87.000
              300.00    11.976   209.754    13.400    88.000
              350.00    12.068   210.878    12.931    90.000
              400.00    12.152   212.041    12.502    91.000
              450.00    12.227   213.092    12.149    93.000
              512.50    12.381   215.092    11.573    94.000
              600.00    12.775   218.642    10.786    97.000
              700.00    13.356   223.192    10.014    98.000
              800.00    13.572   227.906     9.410    98.000
              900.00    13.599   235.293     8.836    95.000
             1100.00    13.172   240.905     8.058    88.000
             1500.00    12.734   240.553     5.812    87.000
             2000.00    13.071   241.274     2.460    93.000
             2500.00    14.118   238.815    -0.890    93.000
             3000.00    14.203   235.491    -3.629    89.000
             3500.00    14.377   241.865    -6.176    74.000
             4000.00    16.162   253.592    -8.694    51.000
             4500.00    17.714   260.482   -11.317    36.000
             5000.00    18.890   264.394   -13.552    26.000
2022070116   698.352     3.974  9980.024  1059.867     0.000   181.755   220.807   0.77798   0.15000     5.902  -212.320     1.805
                2.00                        18.246    76.055    -0.829
               10.00     7.882   213.669
               18.75     8.803   213.669    17.417    77.000
               50.00    10.552   213.067    16.912    78.000
               75.00    11.227   212.816    16.613    79.000
              100.00    11.664   212.652    16.356    79.000
              125.00    12.033   212.522    16.070    80.000
              150.00    12.299   212.445    15.771    81.000
              175.00    12.427   212.421    15.609    82.000
              206.25    12.647   212.412    15.271    83.000
              250.00    12.849   212.477    14.832    84.000
              300.00    13.015   212.635    14.330    86.000
              350.00    13.124   212.864    13.842    88.000
              400.00    13.198   213.127    13.392    90.000
              450.00    13.248   213.380    13.021    91.000
              512.50    13.303   213.930    12.401    93.000
              600.00    13.377   215.013    11.562    96.000
              700.00    13.470   216.769    10.740    98.000
              800.00    13.602   219.374     9.954   100.000
              900.00    13.681   224.275     9.066   100.000
             1100.00    14.233   232.369     8.052   100.000
             1500.00    15.660   245.143     6.172   100.000
             2000.00    16.424   250.514     3.161   100.000
             2500.00    15.079   247.353    -0.303    97.000
             3000.00    13.302   245.421    -2.737    75.000
             3500.00    13.858   248.333    -5.370    53.000
             4000.00    15.817   254.301    -8.446    41.000
             4500.00    17.087   258.936   -11.377    33.000
             5000.00    18.092   262.175   -13.739    27.000
2022070117   427.671   276.922  9982.184   972.714     0.988    64.625   196.300   0.61674   0.15000     5.000  -265.309     1.291
                2.00                        18.150    76.508    -0.522
               10.00     6.372   250.103
               18.75     7.095   250.332    17.628    75.000
               50.00     8.474   249.972    17.248    75.000
               75.00     9.016   249.840    16.988    76.000
              100.00     9.348   249.903    16.751    76.000
              125.00     9.630   249.818    16.477    77.000
              150.00     9.854   249.597    16.194    78.000
              175.00     9.962   249.495    16.037    78.000
              206.25    10.151   249.322    15.698    79.000
              250.00    10.321   249.181    15.265    81.000
              300.00    10.464   249.062    14.761    82.000
              350.00    10.560   248.948    14.266    84.000
              400.00    10.626   248.804    13.810    86.000
              450.00    10.672   248.679    13.432    87.000
              512.50    10.724   248.468    12.786    90.000
              600.00    10.788   248.087    11.900    93.000
              700.00    10.875   247.604    11.030    96.000
              800.00    10.978   247.365    10.189    99.000
              900.00    11.239   247.678     9.285    98.000
             1100.00    11.947   247.358     8.197    93.000
             1500.00    13.289   243.877     5.636    91.000
             2000.00    14.441   238.790     2.343    92.000
             2500.00    13.793   234.815    -0.185    71.000
             3000.00    12.872   237.996    -2.508    54.000
             3500.00    14.499   246.081    -5.340    45.000
             4000.00    16.645   249.892    -8.255    35.000
             4500.00    17.504   253.334   -11.263    30.000
             5000.00    18.224   256.581   -13.727    27.000
2022070118   410.477   296.019  9987.597   646.090     0.000    68.892   145.199   0.58378   0.15000     5.000  -223.780     1.128
                2.00                        16.090    88.212    -0.546
               10.00     5.987   272.089
               18.75     6.606   272.296    15.544    88.000
               50.00     7.719   272.648    15.145    88.000
               75.00     8.106   272.829    14.888    89.000
